"Name","Platform","Genre","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Rating"
"Goblin Commander: Unleash the Horde","PS2","Strategy",0.17,68,21,86,14,"T"
"World Destruction League: Thunder Tanks","PS2","Action",0.17,65,16,58,7,"T"
"The Chronicles of Narnia: Prince Caspian","PS3","Action",0.17,56,16,55,8,"T"
"Captain America: Super Soldier","X360","Action",0.17,60,48,63,37,"T"
"James Cameron's Dark Angel","PS2","Action",0.17,48,17,64,19,"T"
"The Lord of the Rings: Aragorn's Quest","PS3","Action",0.17,58,12,59,8,"T"
"FaceBreaker","PS3","Fighting",0.17,53,37,37,20,"T"
"Star Wars: Battlefront II","PC","Shooter",0.17,78,23,87,431,"T"
"Hellboy: The Science of Evil","PS3","Action",0.17,47,23,60,10,"T"
"Catwoman","PS2","Action",0.17,46,35,68,13,"T"
"World Destruction League: Thunder Tanks","PS","Action",0.17,35,4,11,6,"T"
"Terminator 3: The Redemption","PS2","Shooter",0.17,68,29,79,11,"T"
"Bladestorm: Nightmare","PS4","Action",0.17,58,33,64,21,"T"
"James Bond 007: Everything or Nothing","GBA","Shooter",0.17,73,17,82,11,"T"
"Shrek Extra Large","GC","Platform",0.17,36,6,55,23,"T"
"Gunvalkyrie","XB","Shooter",0.17,73,28,72,10,"T"
"Demon Gaze","PSV","Role-Playing",0.17,70,38,73,129,"T"
"Gauntlet: Dark Legacy","XB","Action",0.17,54,9,88,10,"T"
"Time and Eternity","PS3","Role-Playing",0.17,42,40,49,78,"T"
"Lost Kingdoms","GC","Role-Playing",0.17,72,22,79,15,"T"
"Pursuit Force: Extreme Justice","PSP","Action",0.17,73,44,75,11,"T"
"Ridge Racer Unbounded","PS3","Racing",0.17,72,20,59,29,"T"
"Green Lantern: Rise of the Manhunters","PS3","Action",0.17,61,12,66,17,"T"
"Naval Assault: The Killing Tide","X360","Simulation",0.17,40,11,41,5,"T"
"Sega Superstars","PS2","Misc",0.17,72,28,69,5,"T"
"Midway Arcade Treasures","GC","Misc",0.17,72,11,81,5,"T"
"One Piece: Pirate Warriors 3","PSV","Action",0.17,76,4,62,17,"T"
"7th Dragon III Code: VFD","3DS","Role-Playing",0.17,77,26,81,38,"T"
"FlatOut","XB","Racing",0.17,71,39,81,21,"T"
"Blood Bowl","X360","Sports",0.16,61,28,50,19,"T"
"Pursuit Force","PSP","Racing",0.16,75,59,77,26,"T"
"Driver: San Francisco","Wii","Racing",0.16,64,7,61,10,"T"
"Dengeki Bunko Fighting Climax","PS3","Fighting",0.16,66,13,81,29,"T"
"Robotech: Battlecry","GC","Shooter",0.16,74,11,83,5,"T"
"Clash of the Titans","X360","Action",0.16,42,31,40,17,"T"
"Kya: Dark Lineage","PS2","Adventure",0.16,69,25,88,28,"T"
"Mirror's Edge Catalyst","XOne","Platform",0.16,72,46,43,266,"T"
"Stronghold 3","PC","Strategy",0.16,47,29,29,350,"T"
"Guilty Gear Judgment","PSP","Fighting",0.16,77,17,65,8,"T"
"Castlevania Judgment","Wii","Fighting",0.16,49,33,58,56,"T"
"Apache: Air Assault","X360","Simulation",0.16,70,26,63,31,"T"
"Aliens: Infestation","DS","Action",0.16,76,43,81,29,"T"
"El Shaddai: Ascension of the Metatron","X360","Action",0.16,75,44,69,47,"T"
"Dynasty Warriors 4","XB","Action",0.16,75,18,87,18,"T"
"Warriors Orochi 3","X360","Action",0.16,71,9,80,19,"T"
"Fracture","PS3","Shooter",0.16,62,40,57,18,"T"
"Hyperdimension Neptunia Victory","PS3","Role-Playing",0.16,55,19,77,94,"T"
"The King of Fighters XII","PS3","Fighting",0.16,57,48,52,46,"T"
"Dungeon Siege: Throne of Agony","PSP","Role-Playing",0.16,74,32,80,21,"T"
"Culdcept SAGA","X360","Role-Playing",0.16,75,33,86,49,"T"
"The Crew","PC","Racing",0.16,71,12,63,463,"T"
"Eragon","DS","Action",0.16,63,17,75,13,"T"
"The Sims 3: Seasons","PC","Simulation",0.16,73,12,74,48,"T"
"FlatOut 2","PS2","Racing",0.16,73,44,74,27,"T"
"Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress","PSP","Fighting",0.16,64,20,77,17,"T"
"Heroes over Europe","PS3","Simulation",0.16,62,34,69,16,"T"
"Field Commander","PSP","Strategy",0.16,77,53,77,31,"T"
"Ar Nosurge: Ode to an Unborn Star","PS3","Role-Playing",0.16,67,23,77,49,"T"
"Shaun White Skateboarding","X360","Sports",0.16,61,34,52,7,"T"
"Trigger Man","PS2","Shooter",0.16,32,4,47,16,"T"
"Wildstar","PC","Role-Playing",0.16,82,52,73,965,"T"
"Amped 3","X360","Sports",0.16,72,49,70,36,"T"
"Arcana Heart","PS2","Fighting",0.16,77,12,80,8,"T"
"Battlestar Galactica","PS2","Shooter",0.16,66,22,67,6,"T"
"Time Hollow","DS","Adventure",0.16,64,24,77,21,"T"
"Jurassic Park: The Game","X360","Action",0.16,60,9,35,138,"T"
"Dynasty Warriors 8: Xtreme Legends","PS3","Action",0.16,68,4,67,9,"T"
"Sherlock Holmes vs. Jack the Ripper","X360","Adventure",0.16,62,24,67,14,"T"
"Driven","PS2","Racing",0.15,38,10,33,5,"T"
"James Noir's Hollywood Crimes","3DS","Adventure",0.15,60,22,65,5,"T"
"MTV Music Generator 2","PS2","Misc",0.15,77,16,84,11,"T"
"Mugen Souls","PS3","Role-Playing",0.15,55,24,72,35,"T"
"Atelier Iris: Eternal Mana","PS2","Role-Playing",0.15,74,38,76,38,"T"
"Knockout Kings 2003","GC","Sports",0.15,78,13,64,4,"T"
"American Chopper","XB","Racing",0.15,44,6,58,9,"T"
"Dynasty Warriors 8","X360","Action",0.15,65,21,74,35,"T"
"The Terminator: Dawn of Fate","XB","Action",0.15,53,19,51,5,"T"
"Birds of Steel","X360","Simulation",0.15,77,18,88,18,"T"
"DiRT 3","PC","Racing",0.15,86,23,68,433,"T"
"Get On Da Mic","PS2","Misc",0.15,49,29,62,7,"T"
"Army Men: Sarge's War","GC","Shooter",0.15,56,11,66,7,"T"
"Project Sylpheed: Arc of Deception","X360","Shooter",0.15,64,45,85,24,"T"
"Tears to Tiara II: Heir of the Overlord","PS3","Role-Playing",0.15,65,18,86,41,"T"
"Samurai Warriors: Katana","Wii","Action",0.15,53,30,67,6,"T"
"Kingdom of Paradise","PSP","Role-Playing",0.15,72,38,74,19,"T"
"Naruto Shippuden: Legends: Akatsuki Rising","PSP","Fighting",0.15,60,15,61,10,"T"
"Bleach: Dark Souls","DS","Fighting",0.15,82,28,78,14,"T"
"Prince of Persia: The Sands of Time","GBA","Action",0.15,75,25,87,5,"T"
"Street Fighter Anniversary Collection","XB","Fighting",0.15,79,33,63,9,"T"
"Shadow Ops: Red Mercury","XB","Shooter",0.15,61,45,60,14,"T"
"Musashi: Samurai Legend","PS2","Role-Playing",0.15,64,47,88,9,"T"
"Oreshika: Tainted Bloodlines","PSV","Role-Playing",0.15,78,26,79,84,"T"
"Fantastic Four: Rise of the Silver Surfer","PS3","Action",0.15,47,26,61,10,"T"
"Rocky","XB","Fighting",0.15,74,22,72,6,"T"
"Thor: God of Thunder","Wii","Action",0.15,56,14,79,9,"T"
"Star Trek: Voyager Elite Force","PS2","Shooter",0.15,52,12,63,5,"T"
"X-Men: The Official Game","GC","Action",0.15,50,31,62,8,"T"
"Battleborn","XOne","Shooter",0.15,71,20,71,171,"T"
"The King of Fighters XIV","PS4","Fighting",0.15,79,54,86,208,"T"
"Sword Art Online: Hollow Realization","PSV","Role-Playing",0.15,60,5,69,8,"T"
"Street Fighter Alpha 3","GBA","Fighting",0.15,83,17,77,10,"T"
"Shenmue II","DC","Adventure",0.15,88,9,93,201,"T"
"Armored Core: For Answer","X360","Simulation",0.15,64,22,76,38,"T"
"The Incredible Hulk: Ultimate Destruction","GC","Action",0.15,84,30,90,14,"T"
"Blazing Angels 2: Secret Missions of WWII","PS3","Simulation",0.15,70,10,71,12,"T"
"The Legend of Heroes: Trails of Cold Steel II","PS3","Role-Playing",0.15,90,4,77,71,"T"
"Batman Begins","GC","Action",0.15,66,38,71,10,"T"
"Ys: The Oath in Felghana","PSP","Role-Playing",0.15,80,25,82,57,"T"
"Medal of Honor: Infiltrator","GBA","Shooter",0.15,80,19,71,12,"T"
"Darkstalkers Chronicle: The Chaos Tower","PSP","Fighting",0.15,74,27,78,25,"T"
"WWE '13","Wii","Action",0.15,74,4,59,9,"T"
"Mad Dash Racing","XB","Racing",0.15,65,21,76,6,"T"
"Summon Night 5","PSP","Role-Playing",0.15,74,7,82,6,"T"
"Black * Rock Shooter: The Game","PSP","Role-Playing",0.15,66,19,71,39,"T"
"Guilty Gear X2 #Reload","XB","Fighting",0.15,86,34,75,12,"T"
"ReCore","XOne","Action",0.15,63,75,65,445,"T"
"Shadow Hearts: From The New World","PS2","Role-Playing",0.14,76,42,81,33,"T"
"Terraria","PC","Action",0.14,83,29,84,1613,"T"
"L.A. Rush","XB","Racing",0.14,59,36,29,4,"T"
"Record of Agarest War 2","PS3","Role-Playing",0.14,56,6,71,36,"T"
"Fatal Frame","PS2","Action",0.14,74,22,88,72,"T"
"BlazBlue: Chrono Phantasma Extend","PS4","Action",0.14,80,10,76,31,"T"
"Wild ARMs 4","PS2","Role-Playing",0.14,69,38,72,17,"T"
"G.I. Joe: The Rise of Cobra","PS2","Action",0.14,50,4,22,6,"T"
"Class of Heroes","PSP","Role-Playing",0.14,61,12,70,12,"T"
"Second Sight","PS2","Adventure",0.14,76,48,79,23,"T"
"Phantom Brave","PS2","Role-Playing",0.14,81,40,78,22,"T"
"Thor: God of Thunder","X360","Action",0.14,38,40,56,22,"T"
"Hexyz Force","PSP","Role-Playing",0.14,68,13,72,21,"T"
"Jonny Moseley Mad Trix","PS2","Sports",0.14,44,14,56,6,"T"
"MTV Music Generator 3: This Is the Remix","PS2","Misc",0.14,79,28,85,8,"T"
"Terminator 3: Rise of the Machines","XB","Action",0.14,35,24,19,10,"T"
"Victorious Boxers: Revolution","Wii","Fighting",0.14,59,26,53,8,"T"
"Doom","GBA","Shooter",0.14,81,24,84,15,"T"
"Pirates: The Legend of Black Kat","PS2","Adventure",0.14,72,24,78,8,"T"
"Fur Fighters: Viggo's Revenge","PS2","Action",0.14,64,15,72,37,"T"
"Thor: God of Thunder","PS3","Action",0.14,39,35,43,19,"T"
"The Da Vinci Code","PS2","Action",0.14,54,43,79,24,"T"
"Sphinx and the Cursed Mummy","GC","Action",0.14,79,22,87,12,"T"
"XCOM 2","PS4","Strategy",0.14,88,28,79,116,"T"
"Eternal Poison","PS2","Role-Playing",0.14,65,11,81,9,"T"
"Metal Slug Anthology","Wii","Shooter",0.14,73,38,79,22,"T"
"Power Gig: Rise of the SixString","PS3","Misc",0.14,36,10,5,4,"T"
"Baldur's Gate: Dark Alliance","GC","Role-Playing",0.14,79,10,76,22,"T"
"Star Wars: Knights of the Old Republic","PC","Role-Playing",0.14,93,33,89,1497,"T"
"The Operative: No One Lives Forever","PS2","Shooter",0.14,67,23,79,16,"T"
"Cabela's African Safari","X360","Sports",0.14,53,4,49,8,"T"
"Odin Sphere: Leifthrasir","PSV","Role-Playing",0.14,93,5,78,83,"T"
"Godzilla: Save the Earth","XB","Fighting",0.14,63,22,81,6,"T"
"TRINITY: Souls of Zill O'll","PS3","Role-Playing",0.14,55,34,61,33,"T"
"Transformers: Devastation","XOne","Action",0.14,75,25,78,55,"T"
"Eragon","X360","Action",0.14,48,32,56,24,"T"
"Dynasty Warriors 7: Empires","PS3","Action",0.14,63,20,79,22,"T"
"Blazing Angels 2: Secret Missions of WWII","X360","Simulation",0.14,72,24,77,12,"T"
"Brothers: A Tale of Two Sons","PS4","Adventure",0.14,81,10,85,73,"T"
"Fear Factor: Unleashed","GBA","Action",0.14,30,15,29,4,"T"
"Heroes over Europe","X360","Simulation",0.14,62,39,80,9,"T"
"NCIS","X360","Adventure",0.14,35,11,46,7,"T"
"Persona 4: Arena Ultimax","PS3","Fighting",0.14,84,38,80,85,"T"
"Tomb Raider: The Prophecy","GBA","Action",0.14,66,20,87,13,"T"
"Vampire Night","PS2","Shooter",0.14,65,18,79,5,"T"
"Valhalla Knights: Eldar Saga","Wii","Role-Playing",0.14,35,17,66,19,"T"
"World Championship Poker 2: Featuring Howard Lederer","PSP","Misc",0.14,65,17,27,17,"T"
"Metal Slug 7","DS","Shooter",0.14,70,38,73,13,"T"
"Gladius","XB","Strategy",0.14,79,31,84,22,"T"
"Legends of Wrestling","XB","Fighting",0.14,65,10,57,4,"T"
"James Bond 007: Nightfire","GBA","Shooter",0.13,66,6,80,9,"T"
"Castlevania Chronicles","PS","Platform",0.13,69,16,69,13,"T"
"King Arthur","PS2","Action",0.13,59,22,79,10,"T"
"Hulk Hogan's Main Event","X360","Fighting",0.13,26,4,21,20,"T"
"Ys: The Ark of Napishtim","PS2","Role-Playing",0.13,72,35,87,14,"T"
"Army Men: Green Rogue","PS2","Action",0.13,39,13,37,4,"T"
"Peter Jackson's King Kong: The Official Game of the Movie","DS","Action",0.13,28,5,31,32,"T"
"Superman: The Man of Steel","XB","Action",0.13,44,19,59,11,"T"
"Phantom Brave: We Meet Again","Wii","Role-Playing",0.13,76,12,70,15,"T"
"WWE Survivor Series","GBA","Fighting",0.13,55,12,81,5,"T"
"Kung-Fu: High Impact","X360","Action",0.13,56,18,77,20,"T"
"Tomb Raider: Legend","XB","Action",0.13,82,40,71,13,"T"
"Warcraft III: Reign of Chaos","PC","Strategy",0.13,92,40,90,1023,"T"
"Gravity Rush Remastered","PS4","Action",0.13,80,62,81,153,"T"
"Destruction Derby Arenas","PS2","Racing",0.13,57,27,77,14,"T"
"Dengeki Bunko Fighting Climax","PSV","Fighting",0.13,75,7,84,28,"T"
"Total War: WARHAMMER","PC","Strategy",0.13,86,77,72,556,"T"
"Shaman King: Power of Spirit","PS2","Adventure",0.13,54,9,81,17,"T"
"Mission: Impossible - Operation Surma","XB","Platform",0.13,67,27,67,4,"T"
"Venetica","X360","Role-Playing",0.13,42,14,72,18,"T"
"Persona 4: Arena","X360","Fighting",0.13,83,21,72,60,"T"
"Street Fighter IV","PC","Fighting",0.13,91,23,79,352,"T"
"Cabela's Alaskan Adventure","X360","Sports",0.13,48,11,55,17,"T"
"Heroes of the Pacific","XB","Simulation",0.13,76,33,81,5,"T"
"NightCaster","XB","Action",0.13,61,27,56,7,"T"
"Crouching Tiger, Hidden Dragon","PS2","Action",0.13,48,26,36,6,"T"
"Final Fantasy XIV: Heavensward","PS4","Action",0.13,86,20,75,225,"T"
"Whiplash","PS2","Racing",0.13,66,32,86,15,"T"
"BlazBlue: Continuum Shift II","PSP","Fighting",0.13,77,8,67,10,"T"
"Otogi: Myth of Demons","XB","Action",0.13,80,40,84,28,"T"
"Alter Echo","PS2","Shooter",0.13,62,26,69,9,"T"
"One Piece: Unlimited World Red","PSV","Action",0.13,67,4,77,25,"T"
"Cabela's Dangerous Hunts 2009","PS3","Sports",0.13,39,6,17,10,"T"
"Teenage Mutant Ninja Turtles 2: Battle Nexus","XB","Action",0.13,48,20,55,8,"T"
"Eat Lead: The Return of Matt Hazard","PS3","Shooter",0.13,51,38,64,21,"T"
"Star Wars: Lethal Alliance","PSP","Action",0.13,61,31,69,7,"T"
"Naruto Shippuden: Kizuna Drive","PSP","Action",0.13,57,22,49,6,"T"
"Green Lantern: Rise of the Manhunters","X360","Action",0.13,59,17,71,23,"T"
"Legends of Wrestling","GC","Fighting",0.13,50,18,67,4,"T"
"Warriors Orochi 2","PS2","Action",0.13,52,9,84,13,"T"
"Hyperdevotion Noire: Goddess Black Heart","PSV","Role-Playing",0.13,68,24,70,36,"T"
"Advent Rising","XB","Action",0.13,68,50,74,68,"T"
"X-Men: Next Dimension","GC","Fighting",0.13,63,17,81,11,"T"
"Dynasty Warriors 5 Empires","X360","Action",0.13,61,40,81,19,"T"
"Baroque","PS2","Role-Playing",0.13,60,6,87,44,"T"
"Jurassic: The Hunted","X360","Shooter",0.13,60,4,71,21,"T"
"Hour of Victory","X360","Shooter",0.13,37,33,29,40,"T"
"Freedom Fighters","GC","Shooter",0.13,83,15,77,12,"T"
"Quantum Redshift","XB","Racing",0.13,70,21,80,15,"T"
"Armed and Dangerous","XB","Shooter",0.13,79,41,71,15,"T"
"Worms 3D","PS2","Strategy",0.12,70,31,77,22,"T"
"Pryzm Chapter One: The Dark Unicorn","PS2","Adventure",0.12,59,8,51,6,"T"
"Eat Lead: The Return of Matt Hazard","X360","Shooter",0.12,53,53,69,27,"T"
"Guilty Gear X","PS2","Fighting",0.12,79,15,77,16,"T"
"Record of Agarest War Zero","PS3","Strategy",0.12,50,8,66,37,"T"
"Rocksmith","PC","Misc",0.12,78,5,80,57,"T"
"Makai Kingdom: Chronicles of the Sacred Tome","PS2","Role-Playing",0.12,77,41,72,12,"T"
"Voodoo Vince","XB","Platform",0.12,73,38,83,22,"T"
"Everybody Dance","PS3","Misc",0.12,66,5,67,8,"T"
"Blackwater","X360","Shooter",0.12,37,12,44,14,"T"
"Tom Clancy's Ghost Recon","Wii","Shooter",0.12,46,21,67,8,"T"
"Chase: Hollywood Stunt Driver","XB","Racing",0.12,60,14,73,5,"T"
"Mytran Wars","PSP","Strategy",0.12,68,16,87,4,"T"
"NCIS","PS3","Adventure",0.12,50,4,39,4,"T"
"Cel Damage","XB","Racing",0.12,65,24,83,7,"T"
"Venetica","PS3","Role-Playing",0.12,47,14,64,6,"T"
"Conduit 2","Wii","Shooter",0.12,64,51,75,60,"T"
"X2: Wolverine's Revenge","GC","Platform",0.12,62,21,65,8,"T"
"Hatsune Miku: Project Diva X","PSV","Misc",0.12,83,5,79,22,"T"
"Street Hoops","GC","Sports",0.12,56,9,72,7,"T"
"WWE SmackDown vs Raw 2008","DS","Fighting",0.12,61,12,65,13,"T"
"Godzilla: Destroy All Monsters Melee","XB","Fighting",0.12,71,20,67,8,"T"
"Fat Princess: Fistful of Cake","PSP","Action",0.12,74,33,86,25,"T"
"Tony Hawk's Pro Skater 5","XOne","Sports",0.12,39,18,20,132,"T"
"Overlord: Raising Hell","PS3","Action",0.12,72,35,76,27,"T"
"Power Gig: Rise of the SixString","X360","Misc",0.12,36,20,20,17,"T"
"Onimusha: Blade Warriors","PS2","Fighting",0.12,65,33,68,7,"T"
"Psychonauts","XB","Platform",0.12,88,54,89,71,"T"
"Airborne Troops: Countdown to D-Day","PS2","Shooter",0.12,39,4,80,9,"T"
"The Sky Crawlers: Innocent Aces","Wii","Simulation",0.12,74,42,78,13,"T"
"Marvel Avengers: Battle for Earth","WiiU","Action",0.12,50,10,49,25,"T"
"Phantasy Star Universe","X360","Role-Playing",0.12,64,34,73,42,"T"
"Spider-Man: Edge of Time","3DS","Action",0.12,50,7,63,12,"T"
"Samurai Warriors 4-II","PS4","Action",0.12,73,26,72,24,"T"
"Lost Planet 3","X360","Shooter",0.12,58,43,57,142,"T"
"Turok: Evolution","GBA","Shooter",0.12,72,8,69,5,"T"
"Marvel Trading Card Game","DS","Misc",0.12,61,17,48,7,"T"
"Buffy the Vampire Slayer: Chaos Bleeds","XB","Action",0.12,73,26,83,14,"T"
"Tropico 5","PC","Simulation",0.12,75,51,69,351,"T"
"Reality Fighters","PSV","Fighting",0.12,54,39,37,30,"T"
"Dragon Ball: Origins","DS","Action",0.12,78,18,74,15,"T"
"Armored Core: Verdict Day","PS3","Simulation",0.12,66,18,73,28,"T"
"Darkspore","PC","Role-Playing",0.12,65,52,59,133,"T"
"Self-Defense Training Camp","X360","Sports",0.12,21,5,49,25,"T"
"Sphinx and the Cursed Mummy","XB","Action",0.12,79,21,90,11,"T"
"Cabela's Deer Hunt 2005 Season","XB","Sports",0.11,59,5,74,6,"T"
"Dead Man's Hand","XB","Shooter",0.11,62,31,80,9,"T"
"Lost Horizon","PC","Adventure",0.11,77,24,78,27,"T"
"Hyperdimension Neptunia U: Action Unleashed","PSV","Action",0.11,71,20,67,44,"T"
"Shining Force NEO","PS2","Role-Playing",0.11,69,12,80,20,"T"
"Fantastic Four: Rise of the Silver Surfer","X360","Action",0.11,45,30,53,16,"T"
"Monster Madness: Battle for Suburbia","X360","Shooter",0.11,55,29,51,18,"T"
"Tom Clancy's EndWar","PSP","Strategy",0.11,68,7,58,8,"T"
"Phantom Dust","XB","Action",0.11,81,37,84,35,"T"
"Growlanser Generations","PS2","Role-Playing",0.11,81,19,76,19,"T"
"Prince of Persia: Rival Swords","PSP","Action",0.11,74,16,81,19,"T"
"Ring of Red","PS2","Strategy",0.11,82,15,86,11,"T"
"Batman: Dark Tomorrow","XB","Action",0.11,25,13,35,18,"T"
"Batman: Rise of Sin Tzu","XB","Action",0.11,67,17,76,6,"T"
"The King of Fighters XII","X360","Fighting",0.11,63,57,41,33,"T"
"Spy vs Spy","XB","Action",0.11,53,34,79,8,"T"
"Murakumo: Renegade Mech Pursuit","XB","Shooter",0.11,48,18,74,4,"T"
"Gun Metal","XB","Shooter",0.11,63,17,75,8,"T"
"InuYasha: A Feudal Fairy Tale","PS","Fighting",0.11,69,5,89,74,"T"
"GoldenEye: Rogue Agent","DS","Shooter",0.11,58,25,74,18,"T"
"BlazBlue: Calamity Trigger Portable","PSP","Fighting",0.11,82,14,77,18,"T"
"AirForce Delta Strike","PS2","Simulation",0.11,66,22,69,6,"T"
"Pimp My Ride","Wii","Racing",0.11,26,4,37,8,"T"
"Capcom vs. SNK 2 EO","GC","Fighting",0.11,68,20,88,27,"T"
"JASF: Jane's Advanced Strike Fighters","PS3","Simulation",0.11,41,7,30,7,"T"
"Digimon Story: Cyber Sleuth","PS4","Role-Playing",0.11,75,45,84,289,"T"
"Stronghold","PC","Strategy",0.11,81,19,88,224,"T"
"Ridge Racer Unbounded","X360","Racing",0.11,71,59,76,56,"T"
"Truth or Lies","X360","Misc",0.11,28,6,51,6,"T"
"Worms Forts: Under Siege","PS2","Strategy",0.11,63,21,79,15,"T"
"Project: Snowblind","XB","Action",0.11,79,44,69,10,"T"
"Naval Ops: Warship Gunner","PS2","Simulation",0.11,67,17,88,23,"T"
"The King of Fighters 2000/2001","PS2","Fighting",0.11,71,31,85,17,"T"
"Ninja Assault","PS2","Shooter",0.11,60,17,52,4,"T"
"Samurai Warriors 4","PSV","Action",0.11,76,5,85,18,"T"
"Alias","PS2","Action",0.11,64,31,79,10,"T"
"Calling","Wii","Adventure",0.11,49,28,66,16,"T"
"Spyborgs","Wii","Action",0.11,66,30,62,6,"T"
"Death Jr.: Root of Evil","Wii","Platform",0.11,71,14,80,14,"T"
"Batman: Return to Arkham","XOne","Action",0.11,77,6,81,43,"T"
"Dynasty Tactics 2","PS2","Strategy",0.11,78,18,90,13,"T"
"Blazblue: Continuum Shift Extend","PSV","Fighting",0.11,83,28,74,97,"T"
"Pimp My Ride","X360","Racing",0.11,38,14,37,29,"T"
"RIGS: Mechanized Combat League","PS4","Action",0.11,79,42,78,76,"T"
"Hellboy: The Science of Evil","X360","Action",0.11,44,31,56,9,"T"
"Cabela's North American Adventures","X360","Sports",0.11,51,5,89,4,"T"
"God Eater 2: Rage Burst","PS4","Role-Playing",0.11,69,35,79,79,"T"
"BlazBlue: Continuum Shift II","3DS","Fighting",0.11,64,14,60,19,"T"
"DJ Max Fever","PSP","Misc",0.11,77,5,64,13,"T"
"Reign of Fire","GC","Shooter",0.11,54,9,58,7,"T"
"FlatOut: Ultimate Carnage","X360","Racing",0.11,80,44,87,66,"T"
"Digimon Digital Card Battle","PS","Strategy",0.11,51,5,89,44,"T"
"Dragon Ball Z: Battle of Z","PSV","Fighting",0.11,66,7,74,54,"T"
"Aquapazza: Aquaplus Dream Match","PS3","Fighting",0.11,75,13,77,20,"T"
"Lucha Libre AAA: Heroes del Ring","PS3","Fighting",0.11,54,6,70,10,"T"
"Trauma Center: Under the Knife 2","DS","Simulation",0.11,79,29,84,11,"T"
"Sakura Wars: So Long, My Love","Wii","Role-Playing",0.1,75,30,72,31,"T"
"Mind Zero","PSV","Role-Playing",0.1,59,13,59,72,"T"
"Rocky Balboa","PSP","Sports",0.1,58,17,65,11,"T"
"Gravity Games Bike: Street Vert Dirt","PS2","Sports",0.1,24,12,40,27,"T"
"UFC: Tapout 2","XB","Fighting",0.1,66,14,72,4,"T"
"The Book of Unwritten Tales","PC","Adventure",0.1,82,32,81,144,"T"
"Vexx","XB","Platform",0.1,70,21,84,10,"T"
"Metal Slug 3","XB","Shooter",0.1,76,56,50,15,"T"
"The First Templar","X360","Action",0.1,52,21,62,26,"T"
"Metal Arms: Glitch in the System","GC","Shooter",0.1,83,30,92,19,"T"
"Escape From Monkey Island","PS2","Adventure",0.1,84,21,81,11,"T"
"Dropship: United Peace Force","PS2","Simulation",0.1,78,17,85,10,"T"
"Road Rash: Jailbreak","GBA","Racing",0.1,78,15,92,23,"T"
"Syberia","XB","Action",0.1,72,17,69,5,"T"
"Riviera: The Promised Land","GBA","Role-Playing",0.1,76,26,91,21,"T"
"Yggdra Union: We'll Never Fight Alone","PSP","Role-Playing",0.1,73,17,78,18,"T"
"Bujingai: The Forsaken City","PS2","Fighting",0.1,72,28,74,14,"T"
"Universe at War: Earth Assault","X360","Action",0.1,66,44,82,57,"T"
"Rome: Total War","PC","Strategy",0.1,92,58,90,1050,"T"
"The Sims 4: City Living","PC","Simulation",0.1,77,10,56,30,"T"
"Miami Law","DS","Adventure",0.1,56,14,87,4,"T"
"Capcom vs. SNK 2 EO","XB","Fighting",0.1,80,26,86,13,"T"
"Baten Kaitos Origins","GC","Role-Playing",0.1,75,21,88,23,"T"
"E·O·E: Eve of Extinction","PS2","Fighting",0.1,57,28,71,6,"T"
"X-Men: The Official Game","XB","Action",0.1,53,38,80,7,"T"
"Terraria","PSV","Action",0.1,85,17,77,112,"T"
"Agatha Christie: The ABC Murders","DS","Adventure",0.1,53,11,64,4,"T"
"Jade Cocoon 2","PS2","Role-Playing",0.1,76,16,77,22,"T"
"Van Helsing","GBA","Action",0.1,33,11,62,6,"T"
"Harry Potter and the Deathly Hallows - Part 1","PC","Action",0.1,37,5,40,33,"T"
"The Bard's Tale","XB","Role-Playing",0.1,75,50,87,4,"T"
"Alien Hominid","PS2","Shooter",0.1,78,47,82,13,"T"
"Tom Clancy's Splinter Cell","GBA","Action",0.1,77,21,85,8,"T"
"Rolling Stone: Drum King","Wii","Misc",0.1,32,4,17,4,"T"
